Ignoring roster for [Chungnam] in competition [2018 KeG Championship] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Cyber Wolves Blue] in competition [Slovensko Državno Prvenstvo 2022] as RL and R not equal: ['Marktx', 'Rule', 'Kiloxx', 'F0GG', 'PinkySLO'] | ['Jungle', 'Mid', 'Support']
Ignoring roster for [Generals Dogs] in competition [Slovensko Državno Prvenstvo 2022] as RL and R not equal: ['uranc1', 'indominus7', 'bogkralj', 'Dusko Popov', 'WildCat'] | 
Ignoring roster for [OffBrand Wolves] in competition [Slovensko Državno Prvenstvo 2022] as RL and R not equal: ['LeScrub', 'VioletSkye', 'Erubin', 'real show', 'Ticma20'] | Mid
Ignoring roster for [Sneaky Foxes] in competition [Slovensko Državno Prvenstvo 2022] as RL and R not equal: ['APZealous', 'Gacho', 'iM4rko', 'nejcmuhic', 'iUnderfall'] | ['Jungle', 'Mid']
Ignoring roster for [Prankster eSport] in competition [Solary Cup 2021] as RL and R not equal: ['Maxiblob', 'SozXDD', 'cgepc92', 'matiaslaclasse', 'Blade40'] | 
Ignoring roster for [Absolved Denmark] in competition [SquareOne Championship/2020 Season/Spring Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Nuclear Storm Gaming] in competition [SquareOne Championship/2020 Season/Spring Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Belarus (National Team)] in competition [StayHome European Nations Cup] as RL and R not equal: ['Finita', 'KODA', 'AlarasCore', 'Mapio', 'lolsabj', 'Keramin', 'YLIDKO'] | ['Jungle', 'Mid']
Ignoring roster for [Belgium (National Team)] in competition [StayHome European Nations Cup] as RL and R not equal: ['Koonai', 'BenjoBXTZ', 'lamoulagaaaaaaa', 'walydas', 'Khanaille11', 'Mcitto', 'ALPARACETAMOL'] | 
Ignoring roster for [Georgia (National Team)] in competition [StayHome European Nations Cup] as RL and R not equal: ['Leggionaire', 'Swagyoloboy69', 'Snoepgoed', 'Neodie', 'Corinthians 6 19'] | Top
Ignoring roster for [Serbia (National Team)] in competition [StayHome European Nations Cup] as RL and R not equal: ['MaiiMata', 'lmagineburger', 'WannaSuppRekkles', 'TabPhoenix', 'atlas erotika'] | 
Ignoring roster for [Kiwi Fiskarna] in competition [Svenska Onlineligan/Season 6] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Nattens Krigare Med Mäktiga Svingar] in competition [Svenska Onlineligan/Season 6] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Regem] in competition [Svenska Onlineligan/Season 6] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [THUNDR Esports] in competition [Svenska Onlineligan/Season 6] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [chad (Turkish Team)] in competition [TCL Division 2/2023 Season/Open Qualifiers/Open Qualifier 2] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Bababoks] in competition [TCL Division 2/2024 Season/Closed Qualifier] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Kazanmaya geldik] in competition [TCL Division 2/2024 Season/Closed Qualifier] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [SevenFhut E-sports] in competition [TCL Division 2/2024 Season/Closed Qualifier] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [TCL/2024 Season/Winter Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [TCL/2024 Season/Winter Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [TCL/2024 Season/Winter Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [TCL/2024 Season/Winter Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [TCL/2024 Season/Winter Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [TCL/2024 Season/Winter Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Run To The Area] in competition [Team Amazigh LOL Cup 2023] as RL and R not equal: ['looka0', 'GNG jungler', 'FH Dαiki', 'NUC Aeru', 'Run WarWick'] | 
Ignoring roster for [KAJAK Buffalot] in competition [Telia Esports Series Finland/2021 Season/Summer Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [ettan lös] in competition [Telia Esports Series Sweden/2020 Season/Summer Qualifiers] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Hipotenusa Esports] in competition [Tempest League/2022 Season Promotion] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [League of Frogs] in competition [Tempest League/2022 Season Promotion] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Secrets of Assassination] in competition [TPL/2015 Season/Summer Qualifiers] as RL and R not equal: Akame (Görkem Gürkaner) | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [WIECEJ CHROMOSOMUW NIZ IQ] in competition [Trinity Force Puchar Polski 2020/Qualifier] as RL and R not equal: ['Puszek', 'Bluealert', 'BartekToJa', 'Fatihcan'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Ditched By Puru] in competition [UK Esports League/2021 Season/Spring Promotion/Open Qualifier] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Swindon Steam] in competition [UK Esports League/2021 Season/Spring Promotion/Open Qualifier] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Chilling Corgi's Brothers] in competition [Ultraliga 2nd Division/Season 8 Open Qualifier] as RL and R not equal: ['Harpaar', 'Vakulich', 'weektorin', 'Ukrainian revenger', 'esmu tilted'] | Jungle
Ignoring roster for [milly] in competition [Ultraliga 2nd Division/Season 8 Open Qualifier] as RL and R not equal: ['cuthienan', 'Pizzton', 'AZUREN', 'MunMuns', 'AZUREN'] | ['Top', 'Bot']
Ignoring roster for [AvaTrade PixelPenny] in competition [Ultraliga 2nd Division/Season 8 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Eesti Rästikud] in competition [Ultraliga 2nd Division/Season 8 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [LODIS (Polish Team)] in competition [Ultraliga 2nd Division/Season 8 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Meavedron] in competition [Ultraliga 2nd Division/Season 8 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Packmiko E-Sports] in competition [Ultraliga 2nd Division/Season 8 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Ukrainian Glory Team] in competition [Ultraliga 2nd Division/Season 8 Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Betoniarze] in competition [Ultraliga Super Puchar 2022/Qualifiers] as RL and R not equal: Acze8 | Support
Ignoring roster for [EXP IS NEEDED] in competition [Ultraliga Super Puchar 2022/Qualifiers/Qualifier 2] as RL and R not equal: UFO | Support
Ignoring roster for [Betoniarze] in competition [Ultraliga Super Puchar 2022/Qualifiers/Qualifier 3] as RL and R not equal: Acze8 | Support
Ignoring roster for [Anubis Sentinels] in competition [Uncle Gentsu Tournament] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Lightning 7] in competition [Uncle Gentsu Tournament] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Sunflower] in competition [Uncle Gentsu Tournament] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Uncle Gentsu Gaming Academy] in competition [Uncle Gentsu Tournament] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Wild Panthers Academy] in competition [Uncle Gentsu Tournament] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Wild Panthers Community] in competition [Uncle Gentsu Tournament] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Area of Effect Big Ego] in competition [Unified Premier League/2022 Season/Spring Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Uniliga/2022 Season/Summer Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Uniliga/2022 Season/Summer Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Uniliga/2022 Season/Summer Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Uniliga/2022 Season/Summer Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Uniliga/2022 Season/Summer Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Uniliga/2022 Season/Summer Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Uniliga/2022 Season/Summer Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Uniliga/2022 Season/Summer Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Universtià di Trieste] in competition [University Esports Masters 2021/European League] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TUD Apes] in competition [University Esports Masters 2021/Last Chance Qualifier] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [EXE Machina] in competition [University Esports Masters 2023/Last Chance Qualifier] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Faculdade de Ciências da Universidade de Lisboa] in competition [University Esports Masters 2023/Last Chance Qualifier] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [WE SCALIN] in competition [University Esports Masters 2023/MENA Finals] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TUD Apes] in competition [University Esports Masters 2023/Qualification Bracket] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Bethany Lutheran College] in competition [Upsurge Premier League/2021 Season/Fall Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [University of California Irvine] in competition [Upsurge Premier League/2021 Season/Fall Playoffs] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Dare White] in competition [Upsurge Premier League/2021 Season/Summer Season] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [HoL Thunder Galaxy] in competition [VCS A/2014 Season/Spring Promotion] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [HolyBlood] in competition [VCS A/2014 Season/Spring Promotion] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [CM Storm CG] in competition [VCS A/2014 Season/Summer Promotion] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Danang Elements] in competition [VCS A/2014 Season/Summer Promotion] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Extreme Team (Vietnamese Team)] in competition [VCS A/2014 Season/Summer Promotion] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Game Thai Nguyen] in competition [VCS A/2014 Season/Summer Promotion] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Hanoi Phoenix] in competition [VCS A/2014 Season/Summer Promotion] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Q4 Allstars] in competition [VCS A/2014 Season/Summer Promotion] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Tt Esports Titan] in competition [VCS A/2014 Season/Summer Promotion] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Ultimate] in competition [VCS A/2014 Season/Summer Promotion] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Vikings Gaming] in competition [VCS A/2014 Season/Summer Promotion] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Xgame] in competition [VCS A/2014 Season/Summer Promotion] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Friends Forever Gaming] in competition [VCS A/2017 Season/Spring Promotion] as RL and R not equal:  | Bot
Ignoring roster for [Adonis eSports (Vietnamese 2020 Team)] in competition [VCS B/2020 Season/Summer Season] as RL and R not equal: ['Genz', 'KIdoG', 'Bocon', 'Vince (Trần Hoài Vinh)', '2B', 'Andyy', 'Soap (Trần Công Minh)', 'Migii'] | ['Top', 'Jungle', 'Jungle', 'Mid', 'Bot', 'Bot', 'Support']
Ignoring roster for [Box Gaming] in competition [VCS B/2020 Season/Summer Season] as RL and R not equal: ['Aurora (Làu Vinh An)', 'nonameee', 'Jacob (Võ Nguyễn Thành Minh)', 'Nisper', 'Aros', 'Jay 0 0', 'ˆDusk till Dawn'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [DIG Team] in competition [VCS B/2020 Season/Summer Season] as RL and R not equal: ['nghệ sĩ hài 5', 'nghệ sĩ hài 2', 'nghệ sĩ hài 3', 'nghệ sĩ hài 6', 'Ngệ sĩ hài 4', 'nghệ sĩ hài 7'] | 
Ignoring roster for [Dragon Gaming] in competition [VCS B/2020 Season/Summer Season] as RL and R not equal: ['Tuche', 'Sephiroth (Vietnamese Player)', 'TQT', 'No4tz', 'reyD', 'NCT (Vietnamese Player)'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Misfits Caravan] in competition [VCS B/2020 Season/Summer Season] as RL and R not equal: ['Mazino (Nguyễn Lê Minh Việt)', 'Lalin', 'Cook1es', 'Zenky', 'Gody2', 'Siifjc', 'Sup', 'Tensei'] | 
Ignoring roster for [QTV Gaming] in competition [VCS B/2020 Season/Summer Season] as RL and R not equal: ['HoangTuGT', 'Ciel (Trần Tiến Thịnh)', 'Genza', 'Jisoo', 'TQK', 'Eriz', '5L', 'Jetsu', 'JaTien'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Box Gaming] in competition [WeScan Academy Challenge/Season 1] as RL and R not equal: ['Jacob (Võ Nguyễn Thành Minh)', 'Spot', 'KidA', 'Certain', 'Arte', 'Dexter (Trương Tấn Đạt)', 'Hải Ace', 'CÒ'] | Bot
Ignoring roster for [New Generation] in competition [WeScan Academy Challenge/Season 1] as RL and R not equal: ['111', '222', '333', '444', '555', '666', '777'] | 
Ignoring roster for [Team X (Vietnamese Team)] in competition [WeScan Academy Challenge/Season 1] as RL and R not equal: ['yosot', 'ilgop', 'yodol', 'ahop', 'Yeol (Nguyễn Lâm Việt Sinh)', 'Tear (Nguyễn Chiến Thắng)', 'Chasing Dragon (Hà Đức Thịnh)'] | ['Top', 'Jungle', 'Mid', 'Bot', 'Support', 'Coach']
Ignoring roster for [TBD] in competition [Winter Cup powered by Samsung Odyssey/Final Phase] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Winter Cup powered by Samsung Odyssey/Final Phase] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Winter Cup powered by Samsung Odyssey/Final Phase] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Winter Cup powered by Samsung Odyssey/Final Phase] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Definitely not washed up] in competition [Winter Cup powered by Samsung Odyssey/Group Stage] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [KrzychuLEC] in competition [Winter Cup powered by Samsung Odyssey/Group Stage] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [MBBS] in competition [Winter Cup powered by Samsung Odyssey/Group Stage] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [PLEELV] in competition [Winter Cup powered by Samsung Odyssey/Group Stage] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Rendorseg] in competition [Winter Cup powered by Samsung Odyssey/Group Stage] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [Spiritual Zero] in competition [Winter Cup powered by Samsung Odyssey/Group Stage] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Winter Cup powered by Samsung Odyssey/Group Stage] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Winter Cup powered by Samsung Odyssey/Group Stage] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Winter Cup powered by Samsung Odyssey/Group Stage] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Winter Cup powered by Samsung Odyssey/Group Stage] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Winter Cup powered by Samsung Odyssey/Group Stage] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
Ignoring roster for [TBD] in competition [Winter Cup powered by Samsung Odyssey/Group Stage] as RL and R not equal:  | ['Top', 'Jungle', 'Mid', 'Bot', 'Support']
